,yokai,question,correct,gpt4o-mini,meta-llama-3.3-70b-instruct,gpt4o,llama-3.1-70b-japanese-instruct-2407,llama-3.1-swallow-70b-instruct-v0.1,llama-3-elyza-jp-8b,qwen2.5-32b-instruct,calm3-chat,qwen2.5-7b-instruct,llama-3.1-swallow-8b-instruct-v0.3,eurollm-9b-instruct,qwen2-7b-instruction,qwen2.5-14b-instruct,qwen2.5-3b-instruct,llama-3.1-swallow-8b-instruct-v0.1,gemma-2-27b-it,llama-3.1-swallow-8b-instruct-v0.2,meta-llama-3.1-8b-instruct,meta-llama-3-8b-instruct,tanuki-8x8b-dpo-v1.0,mistral-nemo-instruct-2407,gemma-2-9b-it,swallow-13b-instruct-v0.1,llm-jp-3-13b-insturct,llama-3.2-3b-instruct,gemma-2-2b-it,swallow-7b-instruct-v0.1,llm-jp-3-1.8b-instruct,llm-jp-3-3.7b-instruct,mistral-7b-instruct-v0.2,tanuki-8b-dpo-v1.0,eurollm-1.7b-instruct,llama-3-swallow-70b-instruct-v0.1,llama-3-swallow-8b-instruct-v0.1
572,嘗女,"日本の妖怪である「嘗女」はどのような奇癖を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人の耳を舐める
- 男の体を舐める
- 食べ物を舐める
- 動物を舐める",男の体を舐める,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,,,
573,鳴釜,"日本の妖怪である「鳴釜」について、鳴釜の音が吉凶を判断する際に用いられる神事はどの神社に伝わっているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 伏見稲荷大社
- 吉備津神社
- 八坂神社
- 明治神宮",吉備津神社,True,False,True,True,True,True,,True,False,True,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,False,False,False,,True,False,,
574,縄筋,"縄筋が悪魔や化け物の通路とされる理由には、特定の行動が関係しています。その行動とは何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 縄筋の上で踊る
- 縄筋を渡る
- 縄筋で転ぶ
- 縄筋を掃除する",縄筋で転ぶ,,False,,,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,,
575,納戸婆,"日本の妖怪である「納戸婆」が逃げ込む場所として一般的に言われているのはどこでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 屋根裏
- 床下
- 押入れ
- 納戸の外",床下,False,False,False,False,,False,False,False,False,,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,,,
576,仁王さん,"日本の妖怪「仁王さん」は、どのような形状のものが多いとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 自然石
- 木像
- 金属像
- 土偶",自然石,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,,False,False,,,
577,肉吸い,"日本の妖怪「肉吸い」が人間の肉を吸い取る際に化ける姿はどのようなものとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 老婆の姿
- 幼女の姿
- 18,19歳の美しい女の姿
- 男の姿","18,19歳の美しい女の姿",,False,,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True
578,二恨坊の火,"日本の妖怪「二恨坊の火」は特にどのような夜に出没するとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 明るい月の夜
- 曇った夜
- 晴れた夜
- 雨の夜",曇った夜,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,,False,,
579,偽汽車,"日本の妖怪である「偽汽車」の話が広まった背景として、何のメディアによって噂が広範に広まったとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- ラジオ
- 新聞
- テレビ
- 雑誌",新聞,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,,False,False,False,True,False,False,False,False,False,,,False,,
580,ニタッラサンペ,"日本の妖怪「ニタッラサンペ」が見られると、何が悪化するとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 運勢
- 健康
- 財運
- 人間関係",運勢,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,,False,False,True,True,True,False,False,False,True,False,,False,False,,,
581,入道坊主,"日本の妖怪である「入道坊主」が人を襲う際の正体とされる動物は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- キツネ
- イタチ
- ウサギ
- タヌキ",イタチ,False,True,False,True,False,False,,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,False,,,,
582,入内雀,"日本の妖怪である「入内雀」が京都の内裏に現れた理由は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 天皇の命令
- 怨念が雀に化けた
- 農作物を食べるため
- 神の使いとして現れた",怨念が雀に化けた,True,True,True,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,False,,False,
583,乳鉢坊,"日本の妖怪である「乳鉢坊」が大きな音を鳴らして人を驚かせるとされていることが多いですが、その音の源は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 銅盤
- 瓢箪
- 笛
- 太鼓",銅盤,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,True,False,False,False,True,,False,True,,
584,如意自在,"日本の妖怪である「如意自在」は、どのような形状を持つとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 長い腕と指を持つ
- 羽根が生えて飛ぶ
- 巨大な目を持つ
- 尾が長い",長い腕と指を持つ,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,,,,
585,人面樹,"人面樹が問いかけると、どのような反応を示すとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人語を解する
- 笑いかける
- 逃げる
- 無視する",笑いかける,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,False,False,False,,,,,
586,鵺,"日本の妖怪である「鵺」は、どのような声で鳴くとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- ヒョーヒョー
- ケッケッ
- クワックワッ
- ニャーニャー",ヒョーヒョー,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,,,
587,ぬっぺふほふ、ぬっぺらぼう,"日本の妖怪「ぬっぺふほふ」が通行人に近づく際に行うとされている行動は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 逃げる
- 親しげに会話をする
- 威嚇する
- 物を投げる",親しげに会話をする,True,True,True,True,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,
588,沼御前,"日本の妖怪である「沼御前」に関する伝説において、義連が大蛇と戦った際に助けられた存在は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 金の観音菩薩
- 白い亀
- 水の精霊
- 古代の英雄",金の観音菩薩,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,
589,ぬらりひょん,"日本の妖怪ぬらりひょんは、どのような形状をしているとされることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 大きな耳を持つ子供の姿
- 着物を着た若い女性の姿
- はげ頭の老人の姿
- 動物の姿",はげ頭の老人の姿,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,
590,塗壁,"日本の妖怪である「塗壁」が視界を奪うとされる際、どのような行動を取ると視界が開けるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 棒で下の方を払う
- お経を唱える
- 踊りを踊る
- 歌を歌う",棒で下の方を払う,False,False,False,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,,True,True,False,False,,True,False,False,False,True,
591,塗仏,"日本の妖怪である「塗仏」はどのような場所から出現するとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 神社の境内
- 仏壇の中
- 山の洞窟
- 川の中",仏壇の中,True,False,True,True,False,True,True,False,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,,False,False,,,
592,ぬるぬる坊主,"日本の妖怪「ぬるぬる坊主」に関連する伝承において、どのような理由で全身がぬるぬるしているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 生まれた場所の影響
- 体が痒いために油を擦り付けようとした
- 水に住むための適応
- 他の妖怪と接触したため",体が痒いために油を擦り付けようとした,False,False,False,False,False,True,True,True,True,False,,True,False,False,True,False,True,True,False,,True,False,False,False,False,,False,True,,,,,,
593,濡女子,"日本の妖怪である濡女子が現れるとされる条件は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 晴れた日
- 雨の日
- 雪の日
- 風の強い日",雨の日,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,,,
594,濡女,"日本の妖怪濡女が現れる場所として一般的に知られているのはどのような場所とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山の頂上
- 海や川
- 森の奥
- 空の上",海や川,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,,
595,猫神,"日本の妖怪である猫神は、どの地域で猫神を祀る神社があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 鹿児島県
- 北海道
- 東京都
- 沖縄県",鹿児島県,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,True,True,False,True,,False,,True,False,True,False,,,
596,猫檀家,"日本の妖怪「猫檀家」において、和尚が経を唱えた際に棺桶が降りてきた理由は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 和尚の名声が高まったから
- 猫の恩返しによるもの
- 僧侶の祈祷が成功したから
- 葬儀の参列者が祈ったから",猫の恩返しによるもの,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,True,False,True,,False,,
597,猫股の火,"猫股の火に関する伝説では、火の玉が現れる家で何が起こったとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 家族が夢の中で会話する
- 部屋の物がひとりでに動く
- 庭に花が咲く
- 外で動物が鳴く",部屋の物がひとりでに動く,True,True,True,False,True,False,True,True,True,True,,True,False,True,True,,True,False,False,,False,,False,True,False,True,False,False,False,False,True,,,
598,"猫又山
","日本の妖怪猫又山に由来するとされる猫又が住み着いた理由は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人々が猫を飼っていたため
- 黒部の山から逃げてきたから
- 猫の神様が祀られているから
- 古代の王が猫を愛していたから",黒部の山から逃げてきたから,False,False,False,True,False,False,True,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,False,,,,,
599,猫娘,"猫娘に関する伝説の中で、彼女の奇癖として最も有名なのは何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間を襲うこと
- ネズミを捕まえて食べること
- 歌を歌うこと
- 昼寝をすること",ネズミを捕まえて食べること,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,False,
600,禰々子,"日本の妖怪である「禰々子」が暴れた際に行うとされている行為は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 村人をさらう
- 川の堤を崩す
- 稲を刈る
- 魚を捕まえる",川の堤を崩す,,True,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,
601,寝惚堕,"日本の妖怪寝惚堕が女性に関連する戒めとして用いられることが多いのは、何に対する戒めとされているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 寝坊
- 食べ過ぎ
- 怠けること
- 恋愛",寝坊,True,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,,False,False,,,
602,ネブッチョウ,"日本の妖怪ネブッチョウは、家の主人が何を抱くと怨みの相手を悩ませるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 喜び
- 怨み
- 恐れ
- 嫉妬",怨み,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,,,
603,寝肥,"日本の妖怪である「寝肥」は、どのような行動を戒めるために創作されたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 遅刻
- 怠け
- 飲酒
- 喫煙",怠け,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,,False,,False,,
604,野宿火,"日本の妖怪である「野宿火」は、特にいつ現れるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 冬の寒い夜
- 人が集まった後
- 祭りの前夜
- 朝日が昇る前",人が集まった後,False,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,True,False,,True,False,False,False,,,,
605,ノツゴ,"妖怪ノツゴは、特にどのような死因の子供の霊が成仏できずにこの世をさまよっているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 栄養失調で死んだ子供
- 病気で死んだ子供
- 事故で死んだ子供
- 年老いて死んだ子供",栄養失調で死んだ子供,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,,True,True,False,True,False,False,False,,False,,
606,野槌,"日本の妖怪である「野槌」が住むとされる場所はどこか、以下の4つから回答を1つ選び出力しなさい。
- 海底
- 深山
- 都市
- 平野",深山,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,,,
607,のっぺらぼう,"日本の妖怪である「のっぺらぼう」は、どのような存在に関する伝承が多いとされているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人を化かす動物
- 水の精霊
- 山の神
- 農作物の守り神",人を化かす動物,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,,False,False,True,True,True,False,,True,False,,False,False,False,False,,,,
608,野鉄砲,"日本の妖怪である「野鉄砲」が人を襲う際に視界を奪う方法として、どのような行動をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人の後ろから忍び寄る
- 人の顔に覆いかぶさる
- 目をつぶらせる
- 大声で叫ぶ",人の顔に覆いかぶさる,False,True,False,True,True,False,True,False,,True,True,True,False,False,False,,False,True,False,,False,False,False,True,False,False,True,False,True,False,True,,,
609,伸上り、伸上り入道,"日本の妖怪「伸上り入道」において、目の前に現れたその妖怪が高くなり続ける理由は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 見上げることで背が高くなる
- 人を脅かすため
- 月の光に反射するため
- 風の影響を受けるため",見上げることで背が高くなる,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,,False,True,,,True,,
610,野衾,"日本の妖怪「野衾」は、ある生物が妖怪化したものとされることが多いですが、その生物は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- コウモリ
- ネズミ
- リス
- ウサギ",コウモリ,True,False,True,True,False,False,False,False,True,True,True,False,,True,False,True,False,False,False,True,True,False,True,True,True,False,True,False,True,,,True,,
611,野守虫,"日本の妖怪である「野守虫」が人間に近づく際の特徴として、どのようなことが言われていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の声を模倣する
- 異臭を放つ
- 夜間のみ現れる
- 光を発する",異臭を放つ,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,,
612,乗越入道,"日本の妖怪である「乗越入道」が姿を消すために使うとされている方法は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 逆に頭のほうから下を見下ろす
- 名前を呼ぶ
- 手を叩く
- 目を閉じる",逆に頭のほうから下を見下ろす,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,,True,,True,,,
613,灰ばばあ,"日本の妖怪「灰ばばあ」は子供をどのようにさらうとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 囲炉裏の灰をいじる
- 山に迷い込む
- 川で遊ぶ
- 夜に外出する",囲炉裏の灰をいじる,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,True,False,,,
614,パウチカムイ,"日本の妖怪である「パウチカムイ」が普段居るとされる川の名前は何とされていますか？以下の4つから回答を1つ選び出力しなさい。
- ススランペッ川
- アシリ川
- リシリ川
- トマム川",ススランペッ川,False,True,False,True,True,,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,,False,True,True,,False,False,,
615,ハカゼ,"日本の妖怪ハカゼは、どのような現象を引き起こすとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人や家畜が病気になる
- 天候を変える
- 宝物を隠す
- 人間を誘拐する",人や家畜が病気になる,True,False,True,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,,,
616,馬鹿囃子,"日本の妖怪馬鹿囃子は、どのような音を発することが多いとされているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 笛や太鼓の囃子の音
- 人々の笑い声
- 波の音
- 風の音",笛や太鼓の囃子の音,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,,True,True,False,True,True,True,True,False,,,,
617,獏,"日本の妖怪獏は悪夢を何にする存在とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 食べる
- 見せる
- 忘れさせる
- 描く",食べる,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,True,True
618,白蔵主,"日本の妖怪である「白蔵主」に関連して、彼が信仰していた神は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 天照大神
- 稲荷大明神
- 大国主命
- 八幡神",稲荷大明神,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,,,
619,白沢,"白沢に関する伝説によると、黄帝が白沢に出会った際に語りかけられた知識の内容は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 病魔や天災の対処法
- 農業の技術
- 戦術の秘訣
- 建築の方法",病魔や天災の対処法,True,True,True,True,True,True,False,True,False,True,,True,False,True,False,False,True,True,False,True,True,False,False,True,True,True,False,False,True,False,False,False,,
620,化け銀杏の精、化け銀杏の霊,"化け銀杏の精または化け銀杏の霊が現れるとされる際に持っているものは何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 太鼓
- 鉦
- 笛
- 剣",鉦,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,,False,False,,
621,化け蟹,"日本の妖怪である「化け蟹」が、無人の寺に訪れた旅の僧に問答を仕掛けた際、カニの正体を暴かれると、どのような姿に変わるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 巨大なタコ
- 巨大なカニ
- 巨大な蛇
- 巨大な魚",巨大なカニ,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,,False,True,False,True,False,True,True,True,,False,,
622,化鯨,"日本の妖怪化鯨は、どのような形で漁師たちに出現したとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 実際のクジラの姿で現れる
- 白い骨だけの姿で現れる
- 水面からひょっこり顔を出す
- 光り輝く影として現れる",白い骨だけの姿で現れる,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,
623,化け草履,"化け草履が歌うとされる歌の内容には、草履に関する特徴が含まれていますが、その歌に登場する「歯」とは何枚とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 一枚
- 二枚
- 三枚
- 四枚",二枚,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,,True,,,False,True,True,True,False,False,,False,False,,
624,化け狸,"日本の妖怪化け狸が人間を化かす際に特に用いるとされる特徴的な行動は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 心を読む
- 腹を叩いて音を鳴らす
- 目を閉じて隠れる
- 人の名前を呼ぶ",腹を叩いて音を鳴らす,False,True,False,True,True,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,,True,True,False,True,,,False,False,,False,,
625,化灯籠,"日本の妖怪である化灯籠は、火を入れるとどのような現象が起きるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 火が永遠に燃え続ける
- 灯籠が様々な姿に変化する
- 灯籠が自ら動き出す
- 火が青色に変わる",灯籠が様々な姿に変化する,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,,,,
626,化け猫,"化け猫が行灯の油を舐めることが怪異の兆候とされることが多いのは、何に由来すると考えられているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 猫が夜行性であるため
- 猫が飼い主に愛されないため
- 猫が霊的な存在であるため
- 猫の食生活が肉食動物であるため",猫の食生活が肉食動物であるため,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,False,,,False,False,
627,化け火,"化け火が出現するとされる条件として、どのような天候が多いとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 快晴
- 曇りまたは小雨
- 雪
- 強風",曇りまたは小雨,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True
628,化け古下駄,"化け古下駄が夜に町中で言うとされているフレーズは何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 鼻いでえ、鼻いでえ。
- 足が痛い、足が痛い。
- 耳が痛い、耳が痛い。
- 心が痛い、心が痛い。",鼻いでえ、鼻いでえ。,True,False,True,True,False,True,True,True,True,False,True,False,,False,False,,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,,
629,狸伝膏,"狸伝膏の伝説において、タヌキが人間に与える悪戯はどのような行為であるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 食べ物を奪う
- 物を隠す
- 手を切り落とす
- 人を騙す",手を切り落とす,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False
630,馬骨,"日本の妖怪「馬骨」は、火事に関する伝説においてどのように位置づけられているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 火事を引き起こす存在
- 火事で焼けた動物の霊
- 火事を防ぐ存在
- 火事に感謝する存在",火事で焼けた動物の霊,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,,True,True,False,False,False,True,False,False,False,False,True,False,,
631,婆娑婆娑、波山,"日本の妖怪である「波山」について、普段の生息地とされている場所はどこでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 村の中心
- 山奥の竹薮
- 湖のほとり
- 城の跡",山奥の竹薮,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,False,True,True,,True,True,True,,
632,はじかき,"日本の妖怪である「はじかき」は、どのような姿で描かれているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 両手を頭の上にかかげ、顔を恥ずかしがって隠している
- 片足を上げて踊っている
- 目が異常に大きく、口が裂けている
- 全身が緑色の光を放っている",両手を頭の上にかかげ、顔を恥ずかしがって隠している,True,True,True,True,True,False,True,True,True,False,False,False,False,True,,True,,True,True,True,True,True,True,True,False,False,True,True,True,,False,True,,
633,橋姫,"日本の妖怪である「橋姫」は、嫉妬深い神とされているが、どのような行動を取ると恐ろしい目に遭うとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 橋の上で他の橋を褒める
- 橋を渡る際に踊る
- 橋の袂で神に祈る
- 橋の近くで歌を歌う",橋の上で他の橋を褒める,True,True,True,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True,,True,False,False,,,,
634,芭蕉精,"日本の妖怪である芭蕉精が人の姿に化けるという物語は、どの国の伝説を基にしているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 日本
- 韓国
- 中国
- タイ",中国,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,,False,,False,,
635,畑怨霊,"日本の妖怪である「畑怨霊」は生きている人間に対してどのような行動をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 呪いをかける
- たたる
- 助ける
- 隠れる",たたる,True,True,True,True,False,False,False,True,False,False,True,False,,False,False,False,False,False,False,True,False,False,True,True,True,False,True,,,False,,,,
636,バタバタ、パタパタ,"日本の妖怪「バタバタ、パタパタ」が発生する原因とされる現象は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 狸の仕業
- 小人の仕業
- ポルターガイスト現象
- バタバタ石の仕業",バタバタ石の仕業,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,True,False,False,False,False,,True,False,True,True,True,False,False,False,,,,
637,機尋,"日本の妖怪である「機尋」が現れるとされる状況はどのようなものであると考えられていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 機を織っている時
- 雨が降っている時
- 夜中に一人でいる時
- 家族が旅行に出かけた時",機を織っている時,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,,,,
638,バチヘビ,"日本の妖怪である「バチヘビ」が特に目撃される地域として知られているのはどこでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 北海道
- 沖縄
- 東北地方
- 九州",東北地方,False,False,False,False,False,True,True,True,False,True,True,False,True,,True,False,True,True,True,,False,,True,,False,True,True,True,True,True,,,,
639,"魃鬼
","魃鬼に関する伝承では、彼女が逢うとどのような自然現象が起こるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 大雨
- 大雪
- 大旱魃
- 大風",大旱魃,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,,,
640,八百八狸,"日本の妖怪八百八狸において、隠神刑部が封じ込められた場所はどこであるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 松山城
- 久万山の洞窟
- 伊予国の神社
- 久谷中組の山口霊神",久万山の洞窟,True,True,True,False,True,True,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,,False,False,,
641,浜姫,"日本の妖怪である「浜姫」が見られた際、その者が影を飲まれて死ぬとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 浜姫の美しさに見惚れる
- 浜姫の声を聞く
- 浜姫に触れる
- 浜姫をじっと見つめる",浜姫をじっと見つめる,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,True,True,False,False,False,False,False,,True,False,,True,True,,,
642,はらだし,"日本の妖怪「はらだし」が、夜中に現れて人間を慰めるために行うとされている行動は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 酒をすすめる
- 歌を歌う
- 踊りを始める
- 占いをする",踊りを始める,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,
